production_id,factory_id,machine_id,product_id,production_date,target_units,actual_units,downtime_minutes,defects,shift
4695,13,298,222,2026-01-10,974,605,37,14,Evening
4696,1,13,290,2026-05-18,1182,1044,118,19,Night
4697,17,122,333,2026-01-21,852,807,15,15,Evening
4698,6,864,232,2025-09-23,1131,642,102,2,Evening
4699,3,274,406,2026-04-10,978,653,71,14,Evening
4700,21,383,2,2025-09-24,865,664,78,15,Night
4701,2,996,87,2025-07-11,1143,687,28,4,Evening
4702,12,902,346,2025-09-20,1069,951,21,11,Morning
4703,11,488,486,2026-05-24,1149,835,30,23,Night
4704,13,569,116,2025-09-04,999,901,49,23,Night
4705,13,537,396,2026-03-27,996,795,41,12,Morning
4706,6,1,219,2026-02-26,1170,614,82,10,Evening
4707,11,84,87,2026-06-06,988,918,99,11,Night
4708,10,514,379,2026-05-06,1063,857,42,11,Morning
4709,19,601,219,2026-04-09,952,861,62,14,Morning
4710,2,830,103,2025-07-15,1022,871,99,17,Night
4711,14,213,20,2026-03-25,823,715,72,0,Morning
4712,1,541,102,2025-07-22,847,676,64,14,Evening
4713,25,875,36,2025-09-13,878,715,48,0,Night
4714,24,389,364,2026-02-25,1086,919,91,15,Night
4715,2,444,476,2026-02-09,979,639,94,5,Night
4716,5,798,390,2026-06-01,899,894,109,2,Evening
4717,7,228,64,2025-08-19,1104,857,22,7,Morning
4718,20,360,381,2026-04-21,1086,668,27,18,Morning
4719,20,326,314,2026-03-11,1022,894,49,24,Evening
4720,6,298,380,2025-10-09,1015,859,12,24,Night
4721,23,73,144,2026-06-17,872,745,90,1,Evening
4722,22,169,22,2025-08-16,897,704,1,21,Night
4723,3,405,95,2026-01-25,1037,654,87,23,Night
4724,20,758,69,2026-03-26,833,628,73,7,Night
4725,15,191,482,2026-01-29,977,942,75,22,Evening
4726,15,362,358,2026-05-31,1000,799,85,7,Night
4727,16,332,373,2025-07-11,900,900,76,9,Evening
4728,16,205,398,2025-09-03,815,753,80,19,Night
4729,6,520,12,2026-01-02,947,902,26,0,Morning
4730,8,242,408,2026-02-08,1128,1028,84,17,Evening
4731,22,89,396,2025-12-01,993,662,76,19,Evening
4732,15,260,340,2026-03-19,988,666,70,0,Morning
4733,12,30,55,2025-08-30,1043,687,4,12,Night
4734,13,636,21,2026-06-07,994,938,101,15,Evening
4735,17,919,200,2025-11-18,1049,811,82,2,Morning
4736,15,821,234,2025-08-31,962,612,91,22,Morning
4737,12,661,410,2025-10-09,891,756,65,17,Morning
4738,2,400,62,2026-06-08,1079,978,118,18,Night
4739,8,300,196,2025-11-06,1176,930,89,25,Night
4740,22,534,160,2025-08-14,1188,1173,74,1,Night
4741,2,561,226,2026-04-12,1029,656,106,14,Night
4742,3,378,333,2026-02-27,942,681,95,8,Evening
4743,6,983,55,2026-06-19,987,978,52,16,Morning
4744,24,418,318,2026-06-02,856,685,60,18,Morning
4745,24,644,488,2025-09-09,813,675,83,22,Night
4746,20,87,485,2026-06-08,825,764,74,25,Evening
4747,16,21,471,2025-08-11,945,858,96,16,Night
4748,21,922,59,2025-09-26,871,760,12,15,Night
4749,7,956,275,2025-09-18,991,859,83,7,Night
4750,7,351,438,2026-01-08,906,660,112,17,Morning
4751,13,579,20,2026-02-21,934,627,112,15,Night
4752,1,297,475,2026-06-17,1069,746,62,22,Evening
4753,12,762,472,2026-05-16,1079,713,43,11,Night
4754,15,804,332,2025-11-13,1036,632,41,21,Night
4755,24,443,414,2025-10-31,833,711,33,24,Morning
4756,12,827,287,2025-07-18,907,748,112,2,Night
4757,8,413,194,2026-02-06,805,751,101,17,Night
4758,15,160,436,2025-10-29,841,662,64,17,Night
4759,24,35,210,2025-07-23,868,813,44,4,Night
4760,5,351,13,2026-03-26,894,796,102,0,Night
4761,8,954,202,2026-02-01,1019,722,88,3,Morning
4762,17,436,46,2025-06-25,1105,1040,65,2,Morning
4763,1,195,497,2025-10-12,977,744,43,23,Morning
4764,10,391,122,2025-07-12,882,671,49,0,Morning
4765,6,17,278,2025-11-05,1006,964,111,8,Morning
4766,9,998,312,2025-12-06,966,667,25,2,Morning
4767,2,860,399,2026-03-07,1090,965,70,3,Night
4768,13,652,482,2026-05-10,1034,911,97,17,Morning
4769,23,171,430,2026-03-09,1089,1029,70,11,Night
4770,4,955,318,2026-02-20,1167,1104,52,16,Evening
4771,10,649,115,2025-12-27,979,861,97,4,Evening
4772,25,996,6,2025-10-08,1163,777,49,4,Morning
4773,1,233,270,2025-09-10,1036,685,51,9,Evening
4774,9,136,9,2025-08-23,998,714,39,25,Night
4775,3,647,362,2025-09-22,970,769,25,13,Evening
4776,20,268,404,2026-02-09,924,795,51,6,Evening
4777,2,769,359,2026-02-26,1092,798,102,17,Night
4778,9,638,61,2026-02-06,1166,631,48,11,Evening
4779,18,871,377,2025-10-26,847,721,43,12,Morning
4780,25,691,237,2025-08-21,976,745,44,7,Night
4781,6,253,33,2025-11-18,937,637,21,13,Night
4782,11,301,248,2026-03-04,862,834,92,14,Night
4783,25,733,249,2025-07-30,863,637,105,2,Morning
4784,2,735,429,2026-03-13,1048,868,76,3,Morning
4785,24,863,287,2025-07-31,1115,659,56,25,Night
4786,10,604,12,2026-02-28,1020,750,71,6,Night
4787,25,439,430,2025-08-01,998,806,72,22,Morning
4788,10,99,184,2026-05-20,977,905,19,22,Night
4789,7,101,131,2025-11-17,1050,914,116,9,Evening
4790,3,837,211,2025-12-02,838,669,98,13,Morning
4791,7,678,12,2025-12-21,1074,703,72,22,Morning
4792,17,895,287,2026-05-01,880,657,75,1,Evening
4793,18,164,15,2026-05-09,925,690,80,25,Morning
4794,4,224,58,2025-09-05,1101,899,48,9,Evening
4795,22,568,85,2026-01-05,1037,857,106,0,Morning
4796,5,35,460,2026-05-05,1008,666,111,24,Morning
4797,21,287,226,2025-10-08,871,788,14,5,Night
4798,22,811,279,2025-10-28,1050,854,105,13,Night
4799,1,702,363,2026-06-19,831,772,97,11,Night
4800,24,807,246,2026-01-30,879,793,112,14,Evening
4801,21,35,275,2025-10-31,1013,832,10,11,Night
4802,12,163,393,2025-10-22,1011,676,28,15,Night
4803,23,639,411,2026-06-18,1062,888,5,15,Evening
4804,13,225,273,2025-08-31,877,736,116,25,Evening
4805,5,115,20,2026-05-19,822,739,48,14,Morning
4806,3,489,135,2026-01-25,998,825,41,13,Evening
4807,5,674,91,2026-02-01,1122,907,98,2,Evening
4808,4,725,115,2025-07-07,888,678,57,20,Evening
4809,3,896,457,2025-10-06,924,782,4,6,Night
4810,15,995,448,2026-01-07,1089,950,115,11,Night
4811,18,409,111,2025-08-05,1151,666,20,22,Morning
4812,4,692,419,2025-11-03,991,653,47,25,Night
4813,7,648,491,2025-09-06,975,808,58,3,Night
4814,20,695,446,2025-12-03,1098,785,120,0,Evening
4815,10,803,54,2025-09-08,892,657,71,12,Morning
4816,17,704,369,2025-08-15,1134,763,96,20,Evening
4817,16,324,75,2025-11-21,854,661,77,24,Night
4818,17,711,366,2026-05-16,1099,970,94,13,Evening
4819,24,122,489,2025-12-13,1140,1043,98,17,Night
4820,3,581,481,2025-09-09,1091,848,16,12,Night
4821,8,668,94,2025-09-21,979,790,57,14,Morning
4822,14,555,229,2025-09-25,972,961,22,17,Morning
4823,8,691,161,2026-01-26,1158,862,58,10,Night
4824,15,29,130,2026-06-09,868,760,100,14,Morning
4825,13,856,277,2025-06-22,886,645,54,21,Morning
4826,20,215,404,2025-08-05,960,627,106,14,Night
4827,1,720,400,2025-07-25,1004,892,73,12,Morning
4828,6,52,34,2025-09-26,911,632,70,11,Morning
4829,15,407,116,2026-03-29,916,788,75,16,Morning
4830,15,983,81,2026-05-10,1065,963,55,20,Morning
4831,19,83,165,2025-08-13,1061,993,37,8,Evening
4832,18,244,6,2025-12-12,1136,662,30,15,Morning
4833,17,395,82,2026-03-06,1168,675,59,2,Evening
4834,3,322,84,2026-02-23,940,686,44,12,Morning
4835,10,751,111,2026-05-30,1059,678,63,14,Morning
4836,10,283,33,2025-11-14,1075,782,23,22,Night
4837,2,195,485,2026-02-15,895,610,86,16,Evening
4838,4,192,192,2025-06-22,1045,952,77,10,Morning
4839,14,788,153,2026-01-26,1155,634,88,11,Evening
4840,11,205,198,2025-10-24,873,626,101,20,Morning
4841,4,769,349,2025-08-14,1162,885,39,12,Night
4842,20,853,77,2025-12-07,1109,993,39,11,Morning
4843,11,667,142,2026-01-14,1172,752,48,8,Night
4844,1,994,325,2025-07-16,927,741,119,15,Morning
4845,13,826,313,2025-07-29,814,729,70,22,Evening
4846,10,768,463,2026-06-03,801,764,16,7,Evening
4847,9,550,288,2025-12-14,1075,610,45,5,Evening
4848,6,882,202,2026-04-09,1137,835,66,25,Evening
4849,16,456,460,2025-10-03,834,610,64,0,Evening
4850,13,876,97,2025-07-30,1051,674,35,3,Night
4851,18,905,452,2025-07-05,933,681,25,14,Morning
4852,21,670,135,2026-04-29,834,813,22,9,Evening
4853,5,952,246,2026-05-03,1098,652,107,11,Morning
4854,23,610,190,2025-08-30,841,708,36,6,Morning
4855,14,582,498,2026-05-23,1156,853,98,11,Evening
4856,18,557,352,2025-06-28,925,675,11,6,Night
4857,20,993,496,2026-02-17,1014,650,112,24,Evening
4858,12,119,35,2026-05-19,800,778,33,22,Evening
4859,11,7,469,2026-01-19,873,729,40,1,Evening
4860,12,122,136,2026-05-09,1133,743,104,13,Morning
4861,4,856,440,2026-06-03,1028,935,114,3,Evening
4862,11,185,63,2025-11-12,873,823,29,11,Evening
4863,25,385,59,2025-10-28,851,635,98,13,Evening
4864,20,413,21,2026-03-09,835,814,3,6,Morning
4865,15,735,413,2025-12-31,1019,999,18,4,Evening
4866,7,104,449,2026-03-20,1116,1096,12,2,Night
4867,9,618,379,2026-05-24,1017,965,33,21,Evening
4868,21,512,215,2025-09-01,995,842,69,22,Night
4869,1,699,478,2025-12-03,1102,807,22,2,Morning
4870,14,828,275,2026-03-10,917,916,13,21,Night
4871,12,449,23,2025-12-14,1083,652,109,21,Evening
4872,1,259,392,2025-08-27,1128,921,20,23,Morning
4873,5,854,18,2025-12-13,1030,1002,53,15,Morning
4874,20,479,121,2025-09-29,1157,950,49,17,Morning
4875,20,49,106,2026-02-07,1062,822,4,3,Morning
4876,20,420,283,2026-06-12,874,649,106,3,Evening
4877,23,513,476,2025-12-19,806,682,50,11,Night
4878,17,135,264,2026-04-29,1162,687,72,25,Night
4879,3,463,310,2026-03-17,1033,808,7,3,Evening
4880,22,753,107,2026-03-22,897,712,24,22,Night
4881,24,88,452,2026-03-07,894,811,103,10,Evening
4882,8,715,3,2026-06-11,1105,1073,51,24,Night
4883,2,812,47,2025-09-07,924,816,16,21,Morning
4884,5,472,262,2026-02-05,1189,1109,61,24,Morning
4885,3,6,400,2025-10-21,1190,617,32,18,Evening
4886,9,152,344,2026-06-04,1037,610,63,1,Morning
4887,10,298,473,2026-03-12,823,791,108,13,Evening
4888,23,75,390,2025-06-28,982,756,110,9,Night
4889,2,661,231,2026-01-23,802,601,1,22,Night
4890,4,869,24,2025-09-28,1018,950,2,14,Night
4891,25,968,455,2025-07-11,1126,723,90,15,Evening
4892,25,705,2,2025-08-20,975,723,113,20,Morning
4893,6,234,185,2025-09-04,800,704,70,15,Morning
4894,20,526,47,2025-12-29,852,826,51,10,Morning
4895,3,156,14,2026-01-22,820,683,49,22,Morning
4896,13,573,102,2026-01-20,1013,779,19,16,Night
4897,3,13,328,2025-08-29,924,735,95,25,Evening
4898,8,474,111,2025-07-19,1151,875,16,2,Evening
4899,13,342,370,2026-04-21,1176,944,108,23,Morning
4900,21,345,358,2025-11-11,986,730,2,15,Morning
4901,19,963,497,2025-10-22,941,674,62,3,Evening
4902,1,617,58,2026-05-01,953,621,35,10,Night
4903,3,790,257,2025-08-13,1191,782,114,13,Evening
4904,5,137,256,2026-04-24,1009,888,45,18,Evening
4905,2,446,61,2026-03-01,1180,685,12,3,Evening
4906,18,63,214,2025-06-28,1199,1100,100,21,Evening
4907,21,5,237,2025-07-10,945,855,74,7,Morning
4908,25,52,350,2025-12-04,858,671,111,16,Night
4909,2,259,57,2025-12-13,1156,729,110,6,Night
4910,22,397,316,2026-01-01,838,647,120,5,Morning
4911,5,240,457,2025-10-23,1013,929,53,12,Evening
4912,10,758,136,2026-02-17,861,615,33,22,Evening
4913,16,226,484,2025-06-25,1193,1035,0,0,Evening
4914,12,927,345,2025-11-08,826,819,6,16,Night
4915,14,737,5,2025-11-24,1039,961,78,8,Evening
4916,20,778,346,2025-12-02,1039,757,37,11,Morning
4917,13,576,144,2025-09-12,1025,818,88,11,Morning
4918,15,569,401,2025-11-24,1003,889,53,0,Evening
4919,19,979,247,2026-04-14,903,767,3,22,Morning
4920,13,778,181,2025-09-17,1156,628,103,4,Morning
4921,2,622,446,2026-04-24,817,734,32,7,Night
4922,23,309,487,2026-03-06,1043,1034,33,8,Evening
4923,1,211,77,2026-06-16,1159,748,106,1,Morning
4924,25,162,436,2026-01-16,1060,829,54,3,Evening
4925,25,582,108,2026-01-05,1167,1096,76,24,Night
4926,9,523,275,2025-08-25,1096,685,58,11,Night
4927,14,890,80,2026-03-25,810,608,73,19,Night
4928,24,263,67,2026-06-02,914,869,118,12,Evening
4929,25,357,493,2026-05-09,1063,803,75,3,Evening
4930,22,663,274,2026-05-12,1175,1144,86,23,Morning
4931,19,694,252,2026-03-28,1051,704,81,8,Evening
4932,9,369,493,2026-05-15,937,669,98,0,Evening
4933,25,566,386,2026-02-09,1125,1060,120,11,Morning
4934,13,385,326,2025-08-20,966,848,5,17,Morning
4935,5,590,496,2026-03-10,976,624,82,10,Night
4936,6,189,142,2025-11-23,1083,797,102,14,Morning
4937,25,59,49,2026-06-13,1133,608,56,0,Night
4938,22,706,292,2025-08-15,985,964,33,14,Morning
4939,13,902,150,2025-07-30,947,691,8,21,Night
4940,17,651,200,2026-04-20,980,898,5,18,Evening
4941,8,282,53,2026-04-08,817,635,90,2,Night
4942,21,98,226,2026-03-11,866,757,36,1,Night
4943,9,947,270,2026-01-12,1115,772,50,18,Night
4944,22,852,257,2026-05-13,1057,1018,86,0,Night
4945,25,624,190,2025-11-21,1191,822,116,20,Night
4946,10,352,154,2026-04-02,962,893,66,21,Evening
4947,23,707,346,2026-03-21,1142,715,38,5,Evening
4948,8,143,117,2026-01-26,1066,948,26,10,Evening
4949,11,642,163,2026-02-04,984,906,119,6,Night
4950,10,833,430,2026-05-06,1170,1027,7,1,Morning
4951,18,553,298,2025-12-04,997,842,44,12,Night
4952,9,842,182,2025-09-23,961,622,119,14,Night
4953,20,881,186,2026-02-04,879,718,33,20,Morning
4954,18,812,234,2026-03-20,844,608,1,14,Night
4955,16,851,233,2026-01-17,1052,872,92,17,Morning
4956,15,788,11,2026-02-15,901,609,73,7,Evening
4957,11,46,419,2025-10-21,1178,763,110,8,Evening
4958,23,386,72,2026-04-07,847,626,22,0,Morning
4959,2,250,395,2026-01-06,1189,794,115,12,Night
4960,21,905,227,2026-03-23,998,918,106,1,Evening
4961,24,801,246,2026-01-03,1087,699,41,6,Night
4962,19,505,289,2026-03-01,850,625,36,6,Night
4963,25,3,160,2026-04-17,1178,774,68,9,Night
4964,15,692,369,2026-04-23,886,806,43,17,Night
4965,16,277,393,2026-04-18,884,866,34,14,Night
4966,7,513,363,2025-12-20,815,636,24,17,Morning
4967,4,461,208,2026-01-26,833,827,1,3,Evening
4968,24,612,406,2025-09-10,1168,1102,37,3,Evening
4969,15,735,316,2025-09-03,979,692,39,1,Night
4970,9,291,107,2025-09-29,973,946,102,9,Evening
4971,3,242,407,2025-08-31,889,792,35,7,Morning
4972,7,370,158,2025-07-30,1118,1081,41,8,Morning
4973,25,252,244,2025-07-22,1155,951,11,9,Morning
4974,8,862,183,2026-04-30,1152,769,9,10,Night
4975,24,904,277,2026-03-24,884,640,99,19,Night
4976,22,585,349,2026-03-15,1033,929,19,10,Evening
4977,25,424,67,2026-03-04,875,818,81,18,Night
4978,24,806,429,2025-12-10,1051,1011,44,17,Evening
4979,4,674,10,2025-12-29,1066,725,14,17,Evening
4980,7,402,112,2026-01-16,1108,1007,61,13,Morning
4981,11,249,319,2025-07-10,889,874,93,12,Evening
4982,13,719,495,2026-03-28,952,700,97,6,Night
4983,6,104,380,2026-06-04,840,622,34,23,Night
4984,22,901,444,2026-02-13,887,810,94,4,Night
4985,4,345,224,2025-12-19,1010,686,7,22,Evening
4986,9,182,77,2025-07-10,1056,1019,79,4,Evening
4987,4,377,103,2026-06-20,1123,873,112,1,Morning
4988,15,596,390,2026-05-22,991,974,29,14,Night
4989,13,690,114,2026-04-28,1099,890,32,19,Morning
4990,14,205,400,2026-03-26,1085,993,35,21,Evening
4991,17,776,362,2025-12-15,1067,648,39,24,Night
4992,25,247,372,2025-06-22,1011,730,104,9,Evening
4993,17,856,488,2025-12-05,1187,752,107,16,Evening
4994,10,300,99,2025-11-11,955,850,56,0,Morning
4995,24,542,430,2025-07-25,1119,1101,86,19,Evening
4996,10,150,61,2026-04-29,1090,752,84,14,Morning
4997,9,535,98,2025-10-10,986,704,45,16,Morning
4998,9,249,197,2025-08-25,1162,602,78,6,Night
4999,19,175,148,2025-11-03,1120,792,47,15,Evening
5000,5,713,375,2026-05-22,1018,952,41,0,Morning
5001,24,976,373,2025-10-20,1141,901,36,19,Morning
5002,5,604,56,2026-04-22,1181,1039,89,6,Evening
5003,21,223,500,2025-09-01,889,648,88,7,Evening
5004,10,37,81,2025-07-18,966,752,63,5,Morning
5005,1,831,18,2025-07-27,1165,888,101,6,Evening
5006,10,813,63,2026-03-19,809,701,108,1,Night
5007,20,345,196,2026-04-14,917,842,38,6,Evening
5008,3,185,329,2025-09-10,1176,935,42,17,Morning
5009,21,905,393,2025-12-18,964,844,113,9,Night
5010,9,712,263,2025-08-22,1119,1030,117,0,Evening
5011,2,933,466,2026-01-08,849,635,63,1,Evening
5012,25,391,223,2025-07-16,1047,842,66,11,Evening
5013,24,213,430,2026-06-06,873,752,8,16,Evening
5014,19,127,382,2025-07-07,898,683,100,22,Night
5015,21,794,72,2026-01-13,1029,730,114,23,Morning
5016,17,450,112,2025-08-18,1023,902,52,25,Morning
5017,7,98,227,2025-12-15,871,765,13,3,Night
5018,22,510,115,2026-04-05,986,768,19,17,Evening
5019,15,858,58,2026-06-13,904,802,48,21,Morning
5020,18,608,78,2025-11-10,871,765,20,25,Evening
5021,6,332,368,2026-03-28,884,761,72,10,Night
5022,21,615,469,2025-09-06,969,825,69,21,Night
5023,6,823,236,2026-03-18,1123,636,13,5,Morning
5024,3,504,105,2025-11-27,1193,718,50,14,Evening
5025,9,914,230,2025-08-19,1011,905,109,25,Night
5026,5,752,199,2026-05-18,938,851,82,25,Night
5027,15,295,393,2025-06-26,1078,1061,46,16,Morning
5028,4,181,291,2026-06-01,1194,603,63,25,Morning
5029,4,63,87,2025-10-15,1052,613,94,6,Morning
5030,17,82,434,2025-07-29,1040,868,97,24,Night
5031,3,245,147,2026-03-26,1120,998,59,24,Morning
5032,13,242,188,2026-03-23,955,894,118,7,Night
5033,11,288,500,2026-05-01,1130,876,16,22,Night
5034,2,594,225,2025-08-15,828,736,49,4,Evening
5035,11,256,158,2026-05-01,1185,766,42,23,Evening
5036,14,766,181,2026-01-13,869,700,57,25,Evening
5037,25,789,480,2025-10-24,1044,996,114,15,Morning
5038,18,945,362,2026-01-16,802,603,65,14,Night
5039,23,161,2,2025-08-27,1104,615,45,23,Night
5040,22,391,30,2026-03-19,1152,1014,5,3,Night
5041,18,990,408,2026-03-30,807,665,111,5,Morning
5042,21,721,216,2025-11-13,915,787,28,13,Morning
5043,3,978,41,2026-05-12,1114,845,112,20,Evening
5044,8,755,110,2025-09-28,1136,881,28,11,Morning
5045,18,480,61,2026-01-31,804,792,119,6,Evening
5046,2,378,410,2026-01-18,978,723,20,3,Night
5047,21,785,487,2026-01-15,1113,921,19,20,Morning
5048,8,116,292,2026-05-17,913,856,105,0,Evening
5049,22,67,423,2025-10-09,1040,750,92,20,Night
5050,4,913,443,2025-08-26,972,687,97,15,Morning
5051,13,379,331,2025-08-25,1156,851,109,25,Night
5052,16,753,236,2026-05-28,1089,715,79,0,Morning
5053,22,108,8,2026-01-18,1053,999,66,5,Night
5054,19,734,137,2025-09-17,938,725,102,14,Morning
5055,11,691,51,2025-12-28,810,788,50,0,Morning
5056,15,609,454,2025-10-10,955,903,71,25,Morning
5057,11,783,353,2025-09-06,947,753,92,4,Evening
5058,2,650,421,2026-01-14,819,712,19,5,Evening
5059,9,689,382,2026-02-09,881,604,14,18,Evening
5060,11,112,10,2026-01-19,1157,733,92,5,Night
5061,19,746,330,2026-04-25,1174,671,33,6,Evening
5062,7,79,110,2025-09-24,1103,653,60,8,Morning
5063,16,579,306,2026-04-17,863,812,52,7,Night
5064,20,190,356,2025-11-24,1029,668,110,25,Evening
5065,18,314,408,2026-06-01,1032,676,17,25,Morning
5066,17,749,47,2025-08-04,1165,1025,100,8,Evening
5067,13,24,88,2025-09-04,1117,1112,49,24,Morning
5068,4,409,18,2025-09-08,1186,691,8,10,Evening
5069,4,65,317,2025-08-19,996,709,33,11,Night
5070,19,635,127,2026-03-03,1055,801,16,15,Morning
5071,7,215,333,2025-06-30,1018,858,57,8,Morning
5072,21,674,315,2025-06-23,1007,686,76,6,Evening
5073,1,109,114,2026-05-23,1138,883,75,10,Morning
5074,20,305,228,2026-06-13,1022,879,89,15,Evening
5075,3,906,228,2025-07-13,910,806,86,6,Morning
5076,12,411,214,2025-10-16,1147,832,63,19,Night
5077,12,663,297,2025-10-23,1176,1006,38,12,Morning
5078,8,66,324,2025-11-07,845,822,94,9,Morning
5079,22,726,57,2025-10-01,1178,1001,119,18,Evening
5080,6,720,117,2026-04-29,837,602,109,18,Night
5081,8,84,350,2025-09-03,994,958,114,25,Morning
5082,20,69,205,2026-06-19,1097,908,106,19,Morning
5083,6,850,23,2026-03-11,970,641,75,23,Morning
5084,13,547,300,2025-11-20,1073,925,14,14,Evening
5085,16,959,253,2026-03-09,1042,604,108,3,Night
5086,7,527,352,2026-05-19,1075,752,103,12,Night
5087,2,907,495,2026-03-22,814,673,9,3,Morning
5088,8,35,11,2025-10-29,1176,1145,71,9,Night
5089,5,107,156,2025-06-27,1015,613,115,1,Night
5090,6,664,287,2026-02-06,880,697,47,15,Morning
5091,14,878,78,2025-11-13,1134,1078,113,12,Night
5092,25,335,67,2026-02-10,862,611,64,21,Night
5093,18,685,248,2026-06-07,840,749,55,1,Night
5094,17,943,318,2026-05-21,996,789,100,20,Night
5095,15,936,243,2025-10-25,1188,872,69,17,Morning
5096,21,808,217,2026-03-03,1056,945,107,16,Morning
5097,24,747,287,2026-02-27,941,824,89,1,Night
5098,14,858,216,2026-03-24,812,609,110,11,Evening
5099,19,444,241,2026-06-14,1079,610,43,5,Morning
5100,23,461,135,2026-02-25,947,842,7,9,Night
5101,9,377,497,2025-09-19,995,708,56,17,Morning
5102,10,646,346,2025-06-29,815,674,119,11,Morning
5103,15,84,48,2026-03-03,1056,614,112,11,Night
5104,6,810,200,2025-09-18,845,734,113,19,Evening
5105,21,145,286,2025-09-05,1158,623,22,0,Evening
5106,4,644,218,2026-04-25,870,693,117,12,Night
5107,25,555,195,2025-11-28,917,850,5,2,Night
5108,19,19,232,2026-03-13,1181,854,30,4,Night
5109,10,506,141,2025-10-24,1131,948,119,14,Morning
5110,12,163,235,2025-10-01,1057,778,83,12,Night
5111,2,966,354,2026-04-04,930,702,94,24,Morning
5112,22,24,73,2025-08-21,855,698,113,12,Evening
5113,14,749,270,2025-07-16,1164,855,35,7,Morning
5114,20,303,325,2025-11-09,1103,838,112,10,Night
5115,22,516,359,2025-09-02,1196,867,119,22,Evening
5116,8,110,342,2026-05-18,960,675,28,14,Morning
5117,22,984,434,2025-11-15,844,768,52,9,Morning
5118,16,331,280,2025-11-19,931,739,66,14,Evening
5119,6,443,429,2026-05-18,1144,823,12,8,Morning
5120,5,628,150,2025-11-27,1058,1028,6,21,Night
5121,6,516,245,2025-07-17,894,842,35,17,Evening
5122,10,87,455,2025-10-25,998,906,30,4,Morning
5123,16,28,23,2025-12-08,1187,626,95,3,Morning
5124,3,502,155,2026-03-24,999,665,63,7,Evening
5125,13,965,64,2025-09-05,878,804,95,24,Morning
5126,21,115,45,2026-05-19,1117,626,113,9,Evening
5127,15,918,387,2026-05-19,1166,945,90,12,Morning
5128,22,786,346,2026-01-07,1183,849,96,24,Morning
5129,6,498,185,2025-08-30,1070,936,30,13,Evening
5130,7,738,85,2025-07-02,1107,723,104,24,Night
5131,24,815,255,2026-04-26,807,638,43,0,Morning
5132,21,730,388,2026-05-23,1093,732,17,11,Morning
5133,7,17,204,2025-10-02,928,789,1,2,Night
5134,25,1000,460,2025-11-16,1022,938,99,10,Evening
5135,7,135,248,2025-10-31,1083,752,2,23,Morning
5136,23,911,246,2026-06-03,1043,815,90,15,Evening
5137,6,302,499,2025-11-28,812,604,34,8,Night
5138,4,907,133,2025-10-25,978,897,64,8,Morning
5139,13,687,369,2026-01-17,1085,722,71,14,Night
5140,22,74,363,2025-07-30,918,849,90,9,Night
5141,4,333,288,2026-02-19,1124,693,79,1,Evening
5142,19,191,206,2026-01-22,1061,811,13,5,Evening
5143,25,570,382,2025-12-26,1194,913,104,10,Morning
5144,20,378,115,2025-07-23,1190,731,110,15,Night
5145,12,265,55,2026-01-04,849,787,92,24,Night
5146,22,892,15,2026-03-29,832,766,78,2,Morning
5147,7,788,413,2026-03-02,1128,719,50,6,Morning
5148,19,256,460,2026-01-10,972,810,78,20,Evening
5149,7,682,314,2025-07-23,1110,946,6,23,Night
5150,4,917,344,2026-05-15,882,799,112,2,Night
5151,21,340,388,2026-04-09,1180,743,62,1,Evening
5152,12,19,243,2026-03-02,1021,770,66,19,Evening
5153,3,284,42,2025-10-17,954,612,59,8,Night
5154,11,86,439,2026-02-06,1144,795,24,3,Morning
5155,10,98,199,2026-01-29,883,840,32,0,Morning
5156,15,277,77,2025-11-23,892,880,9,0,Evening
5157,21,554,213,2026-03-18,831,639,88,22,Morning
5158,14,521,178,2026-05-26,1121,635,80,9,Evening
5159,14,949,10,2025-07-26,844,620,41,1,Morning
5160,24,497,220,2025-08-27,934,757,4,5,Night
5161,15,626,305,2026-03-06,1170,1107,10,7,Morning
5162,9,176,215,2025-12-05,1171,1053,111,4,Night
5163,20,493,77,2025-09-24,879,695,28,20,Night
5164,8,689,478,2025-07-03,887,840,96,4,Evening
5165,19,747,401,2025-10-24,860,745,10,10,Morning
5166,9,193,301,2026-03-30,1047,609,71,3,Night
5167,1,768,219,2026-05-05,989,810,90,20,Morning
5168,17,494,62,2025-07-23,1159,1151,64,25,Evening
5169,23,637,55,2026-03-26,814,714,58,19,Morning
5170,25,570,378,2026-02-01,1089,934,32,1,Night
5171,22,455,159,2026-06-11,1088,792,89,17,Evening
5172,24,717,239,2025-08-21,1071,936,38,19,Evening
5173,5,573,239,2025-11-26,1148,1146,65,22,Morning
5174,7,418,300,2025-10-31,1091,987,102,6,Night
5175,6,472,229,2025-10-22,1060,975,107,18,Morning
5176,21,188,142,2026-01-23,1080,785,59,25,Evening
5177,19,230,325,2026-01-17,951,771,87,23,Night
5178,5,295,262,2025-12-08,1000,999,4,11,Night
5179,9,580,85,2025-09-08,929,873,118,0,Night
5180,15,116,267,2026-04-01,1100,691,113,7,Evening
5181,23,541,39,2026-05-28,1149,904,45,2,Evening
5182,10,365,373,2026-06-06,861,840,62,15,Morning
5183,11,467,348,2025-09-04,929,691,109,11,Night
5184,9,924,205,2025-11-26,1069,751,97,11,Night
5185,9,601,361,2025-10-08,1065,1031,15,0,Morning
5186,11,372,29,2025-09-20,1095,858,26,15,Morning
5187,24,799,197,2025-09-25,833,723,104,15,Morning
